Id	Name
RAID_04_01_E_23	Shishimai Showdown: Beginner
RAID_04_01_E_24	Ieyasu's Crucible: Beginner
RAID_04_01_E_25	Ieyasu's Crucible: Beginner
RAID_04_01_E_26	Ieyasu's Crucible: Beginner
RAID_04_01_E_27	Ieyasu's Crucible: Beginner
RAID_04_01_E_28	Ieyasu's Crucible: Beginner
RAID_04_01_E_29	Ieyasu's Crucible: Beginner
RAID_04_02_E_01	Shishimai Showdown: Standard
RAID_04_02_E_02	Shishimai Showdown: Standard
RAID_04_02_E_04	Shishimai Showdown: Standard
RAID_04_02_E_05	Shishimai Showdown: Standard
RAID_04_02_E_06	Ieyasu's Crucible: Standard
RAID_04_02_E_07	Ieyasu's Crucible: Standard
RAID_04_02_E_08	Ieyasu's Crucible: Standard
RAID_04_02_E_09	Shishimai Showdown: Standard
RAID_04_02_E_10	Ieyasu's Crucible: Standard
RAID_04_02_E_11	Ieyasu's Crucible: Standard
RAID_04_02_E_12	Ieyasu's Crucible: Standard
RAID_04_02_E_13	Ieyasu's Crucible: Standard
RAID_04_02_E_14	Ieyasu's Crucible: Standard
RAID_04_02_E_15	Ieyasu's Crucible: Standard
RAID_04_03_E_01	Shishimai Showdown: Expert
RAID_04_03_E_02	Shishimai Showdown: Expert
RAID_04_03_E_04	Shishimai Showdown: Expert
RAID_04_03_E_05	Shishimai Showdown: Expert
RAID_04_03_E_06	Ieyasu's Crucible: Expert
RAID_04_03_E_07	Ieyasu's Crucible: Expert
RAID_04_03_E_08	Ieyasu's Crucible: Expert
RAID_04_03_E_09	Shishimai Showdown: Expert
RAID_04_03_E_10	Ieyasu's Crucible: Expert
RAID_04_03_E_11	Ieyasu's Crucible: Expert
RAID_04_03_E_12	Ieyasu's Crucible: Expert
RAID_04_03_E_13	Ieyasu's Crucible: Expert
RAID_04_03_E_14	Ieyasu's Crucible: Expert
RAID_04_03_E_15	Ieyasu's Crucible: Expert
RAID_04_04_E_01	Shishimai Showdown: EX
RAID_04_04_E_02	Shishimai Showdown: EX
RAID_04_04_E_04	Shishimai Showdown: EX
RAID_04_04_E_05	Shishimai Showdown: EX
RAID_04_04_E_06	Shishimai Showdown: EX
RAID_04_05_E_01	Shishimai Showdown: Nightmare
RAID_04_05_E_02	Shishimai Showdown: Nightmare
RAID_04_05_E_04	Shishimai Showdown: Nightmare
RAID_04_05_E_05	Shishimai Showdown: Nightmare
RAID_04_05_E_06	Shishimai Showdown: Nightmare
RAID_05_01_E_01	Aquatic Cyclops Assault: Beginner
RAID_05_01_E_02	Skyborne Spectacle: Story
RAID_05_01_E_03	Skyborne Spectacle: Story
RAID_05_01_E_04	Skyborne Spectacle: Story
RAID_05_01_E_05	Skyborne Spectacle: Story
RAID_05_01_E_06	Aquatic Cyclops Assault: Beginner
RAID_05_01_E_07	Aquatic Cyclops Assault: Beginner
RAID_05_01_E_08	Aquatic Cyclops Assault: Beginner
RAID_05_01_E_09	Skyborne Spectacle: Story
RAID_05_01_E_10	Skyborne Spectacle: Story
RAID_05_01_E_11	Skyborne Spectacle: Story
RAID_05_01_E_12	Skyborne Spectacle: Story
RAID_05_01_E_13	Skyborne Spectacle: Story
RAID_05_01_E_14	Aquatic Cyclops Assault: Beginner
RAID_05_01_E_15	Valfarre Clash: Beginner
RAID_05_01_E_16	Valfarre Clash: Beginner
RAID_05_01_E_17	Valfarre Clash: Beginner
RAID_05_01_E_19	Valfarre Clash: Beginner
RAID_05_02_E_01	Aquatic Cyclops Assault: Standard
RAID_05_02_E_06	Aquatic Cyclops Assault: Standard
RAID_05_02_E_07	Aquatic Cyclops Assault: Standard
RAID_05_02_E_08	Aquatic Cyclops Assault: Standard
RAID_05_02_E_14	Aquatic Cyclops Assault: Standard
RAID_05_02_E_15	Valfarre Clash: Standard
RAID_05_02_E_16	Valfarre Clash: Standard
RAID_05_02_E_17	Valfarre Clash: Standard
RAID_05_02_E_19	Valfarre Clash: Standard
RAID_05_03_E_01	Aquatic Cyclops Assault: Expert
RAID_05_03_E_06	Aquatic Cyclops Assault: Expert
RAID_05_03_E_07	Aquatic Cyclops Assault: Expert
RAID_05_03_E_08	Aquatic Cyclops Assault: Expert
RAID_05_03_E_14	Aquatic Cyclops Assault: Expert
RAID_05_03_E_15	Valfarre Clash: Expert
RAID_05_03_E_16	Valfarre Clash: Expert
RAID_05_03_E_17	Valfarre Clash: Expert
RAID_05_03_E_19	Valfarre Clash: Expert
RAID_05_03_E_20	Valfarre Clash: Expert
RAID_05_04_E_15	Valfarre Clash: EX
RAID_05_04_E_16	Valfarre Clash: EX
RAID_05_04_E_17	Valfarre Clash: EX
RAID_05_04_E_19	Valfarre Clash: EX
RAID_05_04_E_20	Valfarre Clash: EX
RAID_05_05_E_15	Valfarre Clash: Nightmare
RAID_05_05_E_16	Valfarre Clash: Nightmare
RAID_05_05_E_17	Valfarre Clash: Nightmare
RAID_05_05_E_19	Valfarre Clash: Nightmare
RAID_05_05_E_20	Valfarre Clash: Nightmare
RAID_05_06_E_15	Valfarre Clash: Omega (Solo)
RAID_05_06_E_16	Valfarre Clash: Omega (Solo)
RAID_05_06_E_17	Valfarre Clash: Omega (Solo)
RAID_05_06_E_19	Valfarre Clash: Omega (Solo)
RAID_05_06_E_20	Valfarre Clash: Omega (Solo)
RAID_05_06_E_25	Valfarre Clash: Omega (Raid)
RAID_05_06_E_26	Valfarre Clash: Omega (Raid)
RAID_05_06_E_27	Valfarre Clash: Omega (Raid)
RAID_05_06_E_29	Valfarre Clash: Omega (Raid)
RAID_05_06_E_30	Valfarre Clash: Omega (Raid)
RAID_06_01_E_01	Guardian Sentinel Assault: Beginner
RAID_06_01_E_02	Guardian Sentinel Assault: Beginner
RAID_06_01_E_03	Guardian Sentinel Assault: Beginner
RAID_06_01_E_04	A Waltz with Fate: Story
RAID_06_01_E_05	Guardian Sentinel Assault: Beginner
RAID_06_01_E_06	A Waltz with Fate: Story
RAID_06_01_E_07	Guardian Sentinel Assault: Beginner
RAID_06_01_E_08	A Waltz with Fate: Story
RAID_06_01_E_09	Guardian Sentinel Assault: Beginner
RAID_06_01_E_10	Guardian Sentinel Assault: Beginner
RAID_06_01_E_11	A Waltz with Fate: Story
RAID_06_01_E_12	A Waltz with Fate: Story
RAID_06_01_E_13	A Waltz with Fate: Story
RAID_06_01_E_14	A Waltz with Fate: Story
RAID_06_01_E_15	A Waltz with Fate: Story
RAID_06_01_E_16	A Waltz with Fate: Story
RAID_06_01_E_17	Guardian Sentinel Assault: Beginner
RAID_06_01_E_18	Guardian Sentinel Assault: Beginner
RAID_06_01_E_19	Thanatos Clash: Beginner
RAID_06_01_E_20	Thanatos Clash: Beginner
RAID_06_01_E_21	Thanatos Clash: Beginner
RAID_06_01_E_22	Thanatos Clash: Beginner
RAID_06_01_E_23	Thanatos Clash: Beginner
RAID_06_01_E_25	Thanatos Clash: Beginner
RAID_06_01_E_26	Thanatos Clash: Beginner
RAID_06_01_E_27	Thanatos Clash: Beginner
RAID_06_02_E_01	Guardian Sentinel Assault: Standard
RAID_06_02_E_02	Guardian Sentinel Assault: Standard
RAID_06_02_E_03	Guardian Sentinel Assault: Standard
RAID_06_02_E_05	Guardian Sentinel Assault: Standard
RAID_06_02_E_07	Guardian Sentinel Assault: Standard
RAID_06_02_E_09	Guardian Sentinel Assault: Standard
RAID_06_02_E_10	Guardian Sentinel Assault: Standard
RAID_06_02_E_17	Guardian Sentinel Assault: Standard
RAID_06_02_E_18	Guardian Sentinel Assault: Standard
RAID_06_02_E_19	Thanatos Clash: Standard
RAID_06_02_E_20	Thanatos Clash: Standard
RAID_06_02_E_21	Thanatos Clash: Standard
RAID_06_02_E_22	Thanatos Clash: Standard
RAID_06_02_E_23	Thanatos Clash: Standard
RAID_06_02_E_25	Thanatos Clash: Standard
RAID_06_02_E_26	Thanatos Clash: Standard
RAID_06_02_E_27	Thanatos Clash: Standard
RAID_06_03_E_01	Guardian Sentinel Assault: Expert
RAID_06_03_E_02	Guardian Sentinel Assault: Expert
RAID_06_03_E_03	Guardian Sentinel Assault: Expert
RAID_06_03_E_05	Guardian Sentinel Assault: Expert
RAID_06_03_E_07	Guardian Sentinel Assault: Expert
RAID_06_03_E_09	Guardian Sentinel Assault: Expert
RAID_06_03_E_10	Guardian Sentinel Assault: Expert
RAID_06_03_E_17	Guardian Sentinel Assault: Expert
RAID_06_03_E_18	Guardian Sentinel Assault: Expert
RAID_06_03_E_19	Thanatos Clash: Expert
RAID_06_03_E_20	Thanatos Clash: Expert
RAID_06_03_E_21	Thanatos Clash: Expert
RAID_06_03_E_22	Thanatos Clash: Expert
RAID_06_03_E_23	Thanatos Clash: Expert
RAID_06_03_E_25	Thanatos Clash: Expert
RAID_06_03_E_26	Thanatos Clash: Expert
RAID_06_03_E_27	Thanatos Clash: Expert
RAID_06_04_E_19	Thanatos Clash: EX
RAID_06_04_E_20	Thanatos Clash: EX
RAID_06_04_E_21	Thanatos Clash: EX
RAID_06_04_E_22	Thanatos Clash: EX
RAID_06_04_E_23	Thanatos Clash: EX
RAID_06_04_E_25	Thanatos Clash: EX
RAID_06_04_E_26	Thanatos Clash: EX
RAID_06_04_E_27	Thanatos Clash: EX
RAID_07_01_E_01	Qitian Dasheng Clash: Beginner
RAID_07_01_E_02	Qitian Dasheng Clash: Beginner
RAID_07_01_E_05	Qitian Dasheng Clash: Beginner
RAID_07_01_E_06	Qitian Dasheng Clash: Beginner
RAID_07_01_E_08	Cyclops Assault: Beginner
RAID_07_01_E_09	Cyclops Assault: Beginner
RAID_07_01_E_10	Cyclops Assault: Beginner
RAID_07_01_E_11	Cyclops Assault: Beginner
RAID_07_01_E_12	Cyclops Assault: Beginner
RAID_07_01_E_13	Echoes of Antiquity: Story
RAID_07_01_E_14	Echoes of Antiquity: Story
RAID_07_01_E_15	Echoes of Antiquity: Story
RAID_07_01_E_16	Cyclops Assault: Beginner
RAID_07_01_E_17	Cyclops Assault: Beginner
RAID_07_02_E_01	Qitian Dasheng Clash: Standard
RAID_07_02_E_02	Qitian Dasheng Clash: Standard
RAID_07_02_E_05	Qitian Dasheng Clash: Standard
RAID_07_02_E_06	Qitian Dasheng Clash: Standard
RAID_07_02_E_08	Cyclops Assault: Standard
RAID_07_02_E_09	Cyclops Assault: Standard
RAID_07_02_E_10	Cyclops Assault: Standard
RAID_07_02_E_11	Cyclops Assault: Standard
RAID_07_02_E_12	Cyclops Assault: Standard
RAID_07_02_E_13	Cyclops Assault: Standard
RAID_07_02_E_14	Cyclops Assault: Standard
RAID_07_03_E_01	Qitian Dasheng Clash: Expert
RAID_07_03_E_02	Qitian Dasheng Clash: Expert
RAID_07_03_E_05	Qitian Dasheng Clash: Expert
RAID_07_03_E_06	Qitian Dasheng Clash: Expert
RAID_07_03_E_08	Cyclops Assault: Expert
RAID_07_03_E_09	Cyclops Assault: Expert
RAID_07_03_E_10	Cyclops Assault: Expert
RAID_07_03_E_11	Cyclops Assault: Expert
RAID_07_03_E_12	Cyclops Assault: Expert
RAID_07_03_E_13	Cyclops Assault: Expert
RAID_07_03_E_14	Cyclops Assault: Expert
RAID_07_04_E_01	Qitian Dasheng Clash: EX
RAID_07_04_E_02	Qitian Dasheng Clash: EX
RAID_07_04_E_05	Qitian Dasheng Clash: EX
RAID_07_04_E_06	Qitian Dasheng Clash: EX
RAID_07_05_E_01	Qitian Dasheng Clash: Nightmare
RAID_07_05_E_02	Qitian Dasheng Clash: Nightmare
RAID_07_05_E_05	Qitian Dasheng Clash: Nightmare
RAID_07_05_E_06	Qitian Dasheng Clash: Nightmare
RAID_08_01_E_01	Aspidochelone Clash: Beginner
RAID_08_01_E_02	Aspidochelone Clash: Beginner
RAID_08_01_E_03	Aspidochelone Clash: Beginner
RAID_08_01_E_04	Aspidochelone Clash: Beginner
RAID_08_01_E_05	Aspidochelone Clash: Beginner
RAID_08_01_E_06	Aspidochelone Clash: Beginner
RAID_08_01_E_11	Light Manticore Assault: Beginner
RAID_08_01_E_12	Light Manticore Assault: Beginner
RAID_08_01_E_13	Light Manticore Assault: Beginner
RAID_08_01_E_14	Light Manticore Assault: Beginner
RAID_08_01_E_15	Light Manticore Assault: Beginner
RAID_08_01_E_16	Light Manticore Assault: Beginner
RAID_08_01_E_17	Light Manticore Assault: Beginner
RAID_08_01_E_18	Light Manticore Assault: Beginner
RAID_08_01_E_19	Light Manticore Assault: Beginner
RAID_08_03_E_01	Aspidochelone Clash: Expert
RAID_08_03_E_02	Aspidochelone Clash: Expert
RAID_08_03_E_03	Aspidochelone Clash: Expert
RAID_08_03_E_04	Aspidochelone Clash: Expert
RAID_08_03_E_05	Aspidochelone Clash: Expert
RAID_08_03_E_06	Aspidochelone Clash: Expert
RAID_08_03_E_11	Light Manticore Assault: Expert
RAID_08_03_E_12	Light Manticore Assault: Expert
RAID_08_03_E_13	Light Manticore Assault: Expert
RAID_08_03_E_14	Light Manticore Assault: Expert
RAID_08_03_E_15	Light Manticore Assault: Expert
RAID_08_03_E_16	Light Manticore Assault: Expert
RAID_08_03_E_17	Light Manticore Assault: Expert
RAID_08_03_E_18	Light Manticore Assault: Expert
RAID_08_03_E_19	Light Manticore Assault: Expert
RAID_08_04_E_01	Aspidochelone Clash: EX
RAID_08_04_E_02	Aspidochelone Clash: EX
RAID_08_04_E_03	Aspidochelone Clash: EX
RAID_08_04_E_04	Aspidochelone Clash: EX
RAID_08_04_E_05	Aspidochelone Clash: EX
RAID_08_04_E_06	Aspidochelone Clash: EX
RAID_08_05_E_01	Aspidochelone Clash: Nightmare
RAID_08_05_E_02	Aspidochelone Clash: Nightmare
RAID_08_05_E_03	Aspidochelone Clash: Nightmare
RAID_08_05_E_04	Aspidochelone Clash: Nightmare
RAID_08_05_E_05	Aspidochelone Clash: Nightmare
RAID_08_05_E_06	Aspidochelone Clash: Nightmare
RAID_08_06_E_01	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_02	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_03	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_04	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_05	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_06	Aspidochelone Clash: Omega (Solo)
RAID_08_06_E_11	Aspidochelone Clash: Omega (Raid)
RAID_08_06_E_12	Aspidochelone Clash: Omega (Raid)
RAID_08_06_E_13	Aspidochelone Clash: Omega (Raid)
RAID_08_06_E_14	Aspidochelone Clash: Omega (Raid)
RAID_08_06_E_15	Aspidochelone Clash: Omega (Raid)
RAID_08_06_E_16	Aspidochelone Clash: Omega (Raid)
RAID_11_01_E_01	Barbary Clash: Beginner
RAID_11_01_E_02	Barbary Clash: Beginner
RAID_11_01_E_03	Barbary Clash: Beginner
RAID_11_01_E_04	Barbary Clash: Beginner
RAID_11_01_E_05	Barbary Clash: Beginner
RAID_11_01_E_06	Giant Ember Toad Assault: Beginner
RAID_11_01_E_07	Giant Ember Toad Assault: Beginner
RAID_11_01_E_08	A Splash of Adventure: Event
RAID_11_01_E_09	A Splash of Adventure: Event
RAID_11_01_E_10	Giant Ember Toad Assault: Beginner
RAID_11_01_E_11	A Splash of Adventure: Event
RAID_11_01_E_12	Giant Ember Toad Assault: Beginner
RAID_11_01_E_13	Giant Ember Toad Assault: Beginner
RAID_11_01_E_14	A Splash of Adventure: Event
RAID_11_01_E_15	A Splash of Adventure: Event
RAID_11_01_E_16	A Splash of Adventure: Event
RAID_11_02_E_01	Barbary Clash: Standard
RAID_11_02_E_02	Barbary Clash: Standard
RAID_11_02_E_03	Barbary Clash: Standard
RAID_11_02_E_04	Barbary Clash: Standard
RAID_11_02_E_05	Barbary Clash: Standard
RAID_11_02_E_06	Giant Ember Toad Assault: Standard
RAID_11_02_E_07	Giant Ember Toad Assault: Standard
RAID_11_02_E_08	Giant Ember Toad Assault: Standard
RAID_11_02_E_09	Giant Ember Toad Assault: Standard
RAID_11_02_E_10	Giant Ember Toad Assault: Standard
RAID_11_02_E_11	Giant Ember Toad Assault: Standard
RAID_11_03_E_01	Barbary Clash: Expert
RAID_11_03_E_02	Barbary Clash: Expert
RAID_11_03_E_03	Barbary Clash: Expert
RAID_11_03_E_04	Barbary Clash: Expert
RAID_11_03_E_05	Barbary Clash: Expert
RAID_11_03_E_06	Giant Ember Toad Assault: Expert
RAID_11_03_E_07	Giant Ember Toad Assault: Expert
RAID_11_03_E_08	Giant Ember Toad Assault: Expert
RAID_11_03_E_09	Giant Ember Toad Assault: Expert
RAID_11_03_E_10	Giant Ember Toad Assault: Expert
RAID_11_03_E_11	Giant Ember Toad Assault: Expert
